Reconstruction lambda,SNR,Data points,Fisher information, RNMSE
0.005,0,3,1.6157e-247,1.0426
0.005,0,4,8.4074e-225,1.2197
0.005,0,5,5.0709e-206,1.3098
0.005,0,6,8.3593e-189,0.00010011
0.005,0,7,6.3899e-172,3.5462e-05
0.005,0,8,2.2522e-156,3.6045e-05
0.005,0,9,5.8705e-142,3.6417e-05
0.005,0,10,1.451e-127,3.5546e-05
0.005,0,1,0,1.0235
0.005,0,2,1.0675e-267,1.323
0.005,0,3,1.4797e-240,1.0821
0.005,0,4,9.3299e-220,1.0097
0.005,0,5,4.1544e-203,1.2144
0.005,0,6,2.3481e-187,3.5203e-05
0.005,0,7,2.0381e-171,2.0191e-05
0.005,0,8,2.3301e-156,1.5887e-05
0.005,0,9,1.5128e-140,1.3341e-05
0.005,0,10,2.7355e-126,1.4419e-05
0.005,0,1,0,1.0233
0.005,0,2,4.0337e-273,15.1872
0.005,0,3,2.5907e-247,1.6935
0.005,0,4,6.2822e-225,1.1009
0.005,0,5,1.1416e-206,1.1711
0.005,0,6,5.8718e-190,0.00010726
0.005,0,7,1.5113e-173,4.9842e-05
0.005,0,8,7.3063e-158,5.0143e-05
0.005,0,9,7.7292e-143,2.1952e-05
0.005,0,10,1.8436e-128,2.2728e-05
0.005,0,1,0,1.0173
0.005,0,2,3.9829e-273,1.8064
0.005,0,3,3.4536e-246,1.0462
0.005,0,4,5.2846e-223,2.1865
0.005,0,5,1.4167e-205,1.0078
0.005,0,6,1.0113e-187,6.3736e-05
0.005,0,7,2.8057e-172,4.9467e-05
0.005,0,8,7.6044e-157,4.1352e-05
0.005,0,9,9.3622e-142,3.1885e-05
0.005,0,10,6.0712e-127,3.3384e-05
0.005,0,1,0,1.0362
0.005,0,2,1.6944e-275,27.332
0.005,0,3,4.0308e-241,7.6523
0.005,0,4,1.6798e-219,1.3942
0.005,0,5,2.0122e-202,1.0563
0.005,0,6,1.0169e-187,0.00098088
0.005,0,7,4.7435e-173,0.00082261
0.005,0,8,8.3049e-158,0.00038581
0.005,0,9,6.0128e-145,0.0001064
0.005,0,10,3.1223e-131,3.6118e-05
0.005,0,1,0,1.0799
0.005,0,2,1.031e-279,1003.6917
0.005,0,3,7.3071e-245,1.0204
0.005,0,4,2.0858e-221,1.3521
0.005,0,5,8.8592e-204,1.2224
0.005,0,6,6.1694e-187,2.825e-05
0.005,0,7,8.5243e-171,2.7376e-05
0.005,0,8,5.3779e-156,1.8878e-05
0.005,0,9,9.3227e-141,1.8232e-05
0.005,0,10,2.3777e-126,1.8479e-05
0.005,0,1,0,1.0147
0.005,0,2,8.1944e-265,1.1559
0.005,0,3,2.7926e-239,3.0339
0.005,0,4,1.8025e-218,2.943
0.005,0,5,2.6008e-205,0.00025822
0.005,0,6,2.1205e-192,0.0002416
0.005,0,7,9.3355e-178,0.00023672
0.005,0,8,7.3289e-162,0.00023671
0.005,0,9,5.5374e-146,0.00011258
0.005,0,10,3.9947e-131,1.2284e-05
0.005,0,1,0,1.0246
0.005,0,2,1.6119e-270,4.6573
0.005,0,3,1.0278e-243,4.7749
0.005,0,4,7.3676e-221,1.0632
0.005,0,5,5.3733e-203,0.79739
0.005,0,6,3.1992e-186,3.1223e-05
0.005,0,7,2.0564e-170,2.6999e-05
0.005,0,8,3.758e-155,2.4623e-05
0.005,0,9,9.9783e-141,2.1299e-05
0.005,0,10,2.1199e-126,1.8901e-05
0.005,0,1,0,1.0345
0.005,0,2,8.6168e-264,1.246
0.005,0,3,1.3316e-236,1.4206
0.005,0,4,7.1817e-219,1.423
0.005,0,5,2.8147e-202,0.57239
0.005,0,6,1.6958e-186,5.1614e-05
0.005,0,7,2.0991e-173,5.4179e-05
0.005,0,8,7.6752e-161,5.8733e-05
0.005,0,9,4.3682e-146,9.2879e-06
0.005,0,10,2.311e-131,9.0612e-06
0.005,0,1,0,1.0604
0.005,0,2,4.4473e-277,215.3203
0.005,0,3,1.5043e-245,1.0123
0.005,0,4,2.2981e-223,1.1025
0.005,0,5,1.4067e-204,1.2593
0.005,0,6,4.7526e-188,4.5769e-05
0.005,0,7,1.0667e-171,4.4267e-05
0.005,0,8,1.4609e-156,2.6305e-05
0.005,0,9,8.7344e-142,2.8191e-05
0.005,0,10,1.862e-127,1.5199e-05
0.005,0,1,0,1.0582
0.005,0,2,2.9887e-278,1.0279
0.005,0,3,1.8925e-246,1.0003
0.005,0,4,6.0966e-222,1.2291
0.005,0,5,3.9545e-203,1.2292
0.005,0,6,1.7865e-186,1.2292
0.005,0,7,9.1758e-173,0.00021149
0.005,0,8,1.367e-159,0.0001812
0.005,0,9,8.649e-148,0.00018082
0.005,0,10,9.3251e-136,0.00013943
0.005,0,1,0,1.048
0.005,0,2,9.3823e-265,1.0638
0.005,0,3,1.397e-239,1.0837
0.005,0,4,8.6018e-221,1.4779
0.005,0,5,1.0407e-203,1.395
0.005,0,6,1.4405e-186,1.5238e-05
0.005,0,7,1.6228e-170,1.3466e-05
0.005,0,8,8.3198e-155,9.0002e-06
0.005,0,9,4.3302e-140,8.4135e-06
0.005,0,10,6.4457e-126,8.0358e-06
0.005,0,1,0,1.0474
0.005,0,2,2.8114e-274,30.7501
0.005,0,3,3.995e-244,2.4537
0.005,0,4,2.7733e-220,2.0989
0.005,0,5,4.4085e-204,2.5863e-05
0.005,0,6,5.2083e-189,1.9544e-05
0.005,0,7,1.8207e-174,2.132e-05
0.005,0,8,1.1147e-157,2.1288e-05
0.005,0,9,2.2326e-142,1.704e-05
0.005,0,10,8.5919e-128,1.538e-05
0.005,0,1,0,1.0222
0.005,0,2,8.9112e-267,2.1549
0.005,0,3,1.1557e-241,2.3648
0.005,0,4,1.9637e-222,1.0411
0.005,0,5,8.5122e-205,1.0869
0.005,0,6,2.528e-187,3.5887e-05
0.005,0,7,8.6273e-171,1.159e-05
0.005,0,8,1.1796e-155,1.1645e-05
0.005,0,9,6.2901e-141,9.7854e-06
0.005,0,10,4.116e-126,1.0159e-05
0.005,0,1,0,1.0926
0.005,0,2,4.2809e-280,1.0055
0.005,0,3,2.31e-248,1.0066
0.005,0,4,5.2345e-228,1.7093
0.005,0,5,1.7499e-210,0.63035
0.005,0,6,7.082e-192,1.1211
0.005,0,7,3.8826e-174,1.4465e-05
0.005,0,8,4.8584e-158,1.6054e-05
0.005,0,9,2.5655e-143,1.469e-05
0.005,0,10,3.5632e-128,9.1703e-06
0.005,0,1,0,1.0197
0.005,0,2,6.6201e-273,1.8877
0.005,0,3,3.0244e-243,1.9004
0.005,0,4,7.3036e-223,1.0209
0.005,0,5,5.9307e-205,1.1914
0.005,0,6,6.8624e-188,1.1037
0.005,0,7,1.485e-171,0.00013797
0.005,0,8,3.652e-156,2.349e-05
0.005,0,9,3.0594e-141,1.8999e-05
0.005,0,10,2.3927e-127,1.7479e-05
0.005,0,1,0,1.0285
0.005,0,2,7.4829e-267,1.0124
0.005,0,3,2.5589e-238,1.015
0.005,0,4,2.8228e-219,1.1453
0.005,0,5,3.4415e-202,1.2275
0.005,0,6,2.2709e-186,0.00017976
0.005,0,7,9.3646e-171,6.8701e-05
0.005,0,8,6.0601e-156,2.4114e-05
0.005,0,9,2.3423e-140,2.1007e-05
0.005,0,10,1.1296e-125,1.0929e-05
0.005,0,1,0,1.0565
0.005,0,2,8.5739e-280,68.6978
0.005,0,3,4.2568e-240,1.0069
0.005,0,4,1.264e-221,1.0643
0.005,0,5,3.051e-205,0.87715
0.005,0,6,1.2655e-186,3.7529e-05
0.005,0,7,1.7974e-172,3.7326e-05
0.005,0,8,1.7932e-158,2.4647e-05
0.005,0,9,1.5052e-143,2.4154e-05
0.005,0,10,2.8739e-129,1.9487e-05
0.005,0,1,0,1.012
0.005,0,2,9.3965e-266,1.0204
0.005,0,3,3.0666e-239,1.013
0.005,0,4,1.1926e-220,1.023
0.005,0,5,1.534e-202,6.5745e-05
0.005,0,6,1.1572e-186,6.5738e-05
0.005,0,7,2.8495e-170,5.2844e-05
0.005,0,8,2.0476e-155,2.1659e-05
0.005,0,9,6.2195e-140,1.8777e-05
0.005,0,10,2.3067e-125,7.9219e-06
0.005,0,1,0,1.013
0.005,0,2,1.0242e-268,0.96761
0.005,0,3,1.1881e-241,1.4358
0.005,0,4,1.3242e-221,0.77291
0.005,0,5,1.4994e-202,1.0721
0.005,0,6,8.724e-185,5.1396e-05
0.005,0,7,8.9221e-171,4.4292e-05
0.005,0,8,1.326e-156,3.3912e-05
0.005,0,9,6.706e-141,3.6606e-05
0.005,0,10,3.751e-127,2.1945e-05
0.005,0,1,0,1.0784
0.005,0,2,4.3018e-280,383.0153
0.005,0,3,8.3061e-244,1.0026
0.005,0,4,2.7144e-226,2.6156
0.005,0,5,4.5578e-208,0.00033196
0.005,0,6,2.6965e-195,0.00031354
0.005,0,7,9.4587e-182,1.1701
0.005,0,8,1.1487e-164,0.00018683
0.005,0,9,5.3881e-148,6.4992e-05
0.005,0,10,1.2997e-132,2.5822e-05
0.005,0,1,0,1.0386
0.005,0,2,4.6639e-276,67.9408
0.005,0,3,1.5122e-245,1.2521
0.005,0,4,2.5126e-222,1.0024
0.005,0,5,6.746e-205,0.71821
0.005,0,6,1.6976e-187,1.0805
0.005,0,7,1.1446e-170,3.825e-05
0.005,0,8,2.7758e-155,4.5991e-05
0.005,0,9,2.4655e-140,3.6405e-05
0.005,0,10,1.0634e-126,2.9291e-05
0.005,0,1,0,1.059
0.005,0,2,7.91e-278,205.2279
0.005,0,3,6.5284e-245,1.0336
0.005,0,4,7.4251e-223,1.0096
0.005,0,5,3.8994e-204,1.151
0.005,0,6,1.5683e-187,1.6446e-05
0.005,0,7,1.3038e-170,1.4793e-05
0.005,0,8,2.3784e-155,1.1541e-05
0.005,0,9,2.2662e-140,1.2378e-05
0.005,0,10,1.6677e-126,1.4174e-05
0.005,0,1,0,1.0286
0.005,0,2,4.5409e-274,18.9874
0.005,0,3,8.1684e-243,1.081
0.005,0,4,9.2715e-223,1.0159
0.005,0,5,3.2226e-204,0.00016023
0.005,0,6,8.0248e-187,0.0001639
0.005,0,7,6.7818e-172,0.00012398
0.005,0,8,3.0914e-157,3.7151e-05
0.005,0,9,3.7299e-143,3.7839e-05
0.005,0,10,2.2431e-128,1.7539e-05
0.005,0,1,0,1.0428
0.005,0,2,8.5779e-265,1.097
0.005,0,3,6.7572e-239,1.4309
0.005,0,4,7.1572e-221,1.042
0.005,0,5,4.7649e-203,1.8897e-05
0.005,0,6,2.5455e-186,2.0118e-05
0.005,0,7,5.5905e-170,1.4304e-05
0.005,0,8,1.0727e-154,1.6771e-05
0.005,0,9,2.1726e-140,1.5353e-05
0.005,0,10,7.7624e-126,7.1523e-06
0.005,0,1,0,1.0282
0.005,0,2,1.7192e-274,3.3518
0.005,0,3,1.7695e-247,1.0352
0.005,0,4,8.3607e-223,1.1051
0.005,0,5,2.4234e-204,0.75964
0.005,0,6,3.06e-188,0.00016263
0.005,0,7,1.7701e-171,4.391e-05
0.005,0,8,2.4294e-156,3.8207e-05
0.005,0,9,2.4136e-141,4.0145e-05
0.005,0,10,1.3581e-126,2.9128e-05
0.005,0,1,0,1.0689
0.005,0,2,2.1034e-281,138.0178
0.005,0,3,5.4494e-243,1.0145
0.005,0,4,4.1418e-221,1.1538
0.005,0,5,4.6455e-202,1.1683
0.005,0,6,2.1657e-186,0.0001016
0.005,0,7,3.8125e-173,7.0282e-05
0.005,0,8,1.4992e-158,6.5353e-05
0.005,0,9,9.9903e-147,6.1715e-05
0.005,0,10,3.9939e-134,5.925e-05
0.005,0,1,0,1.0451
0.005,0,2,2.0921e-278,53.0456
0.005,0,3,1.3408e-246,1.171
0.005,0,4,2.178e-223,1.1938
0.005,0,5,2.6711e-205,1.1275
0.005,0,6,2.2172e-188,0.00010443
0.005,0,7,1.0677e-172,6.0615e-05
0.005,0,8,7.3118e-157,3.4962e-05
0.005,0,9,2.9578e-142,3.2883e-05
0.005,0,10,8.6398e-128,3.1784e-05
0.005,0,1,0,1.0407
0.005,0,2,8.1699e-280,271.549
0.005,0,3,1.6762e-247,1.0216
0.005,0,4,2.4807e-221,1.0997
0.005,0,5,5.8786e-204,0.83635
0.005,0,6,1.7727e-187,9.0526e-05
0.005,0,7,1.6617e-171,3.6667e-05
0.005,0,8,1.1243e-156,3.4975e-05
0.005,0,9,1.0872e-141,3.9807e-05
0.005,0,10,3.7659e-128,3.5396e-05
0.005,0,1,0,1.0336
0.005,0,2,2.9458e-262,1.0137
0.005,0,3,3.2258e-240,1.0626
0.005,0,4,1.0799e-220,1.0114
0.005,0,5,9.3645e-203,1.0407
0.005,0,6,2.8894e-186,1.0259
0.005,0,7,3.6994e-169,1.5264e-05
0.005,0,8,4.8052e-154,1.1324e-05
0.005,0,9,3.4976e-139,7.2111e-06
0.005,0,10,2.5842e-125,9.6299e-06
0.005,0,1,0,1.0472
0.005,0,2,3.0369e-276,131.0083
0.005,0,3,5.1928e-245,1.0031
0.005,0,4,1.4716e-222,1.4117
0.005,0,5,2.2376e-204,3.5962e-05
0.005,0,6,1.5594e-187,2.9032e-05
0.005,0,7,2.7346e-171,2.0304e-05
0.005,0,8,6.508e-156,1.9723e-05
0.005,0,9,3.6237e-141,1.7414e-05
0.005,0,10,3.4752e-127,1.2836e-05
0.005,0,1,0,1.0505
0.005,0,2,1.712e-278,79.8829
0.005,0,3,8.1066e-247,1.149
0.005,0,4,1.8868e-224,0.00021155
0.005,0,5,4.7248e-204,4.7431e-05
0.005,0,6,1.6273e-187,2.2823e-05
0.005,0,7,1.8939e-171,1.9161e-05
0.005,0,8,5.9665e-157,2.373e-05
0.005,0,9,3.6653e-142,1.796e-05
0.005,0,10,1.8331e-127,1.5182e-05
0.005,0,1,0,1.0501
0.005,0,2,3.1658e-268,3.9999
0.005,0,3,1.2211e-242,4.029
0.005,0,4,2.3389e-221,1.0052
0.005,0,5,1.9694e-203,1.1392
0.005,0,6,3.0497e-187,6.3936e-05
0.005,0,7,1.4593e-170,1.3574e-05
0.005,0,8,5.2807e-155,1.0347e-05
0.005,0,9,2.5385e-140,8.4542e-06
0.005,0,10,6.4468e-126,8.8652e-06
0.005,0,1,0,1.0243
0.005,0,2,1.5995e-265,1.3802
0.005,0,3,1.7926e-241,1.2458
0.005,0,4,6.4474e-222,1.0439
0.005,0,5,1.7977e-203,1.1216
0.005,0,6,8.2009e-187,1.0954
0.005,0,7,1.4937e-170,2.4249e-05
0.005,0,8,6.9442e-156,2.2162e-05
0.005,0,9,1.1467e-140,2.4737e-05
0.005,0,10,2.59e-126,1.9845e-05
0.005,0,1,0,1.0434
0.005,0,2,4.639e-277,75.2672
0.005,0,3,2.5889e-245,1.0012
0.005,0,4,2.6877e-223,1.3107
0.005,0,5,1.6118e-205,0.7474
0.005,0,6,1.6712e-187,1.6268e-05
0.005,0,7,9.6802e-172,1.6289e-05
0.005,0,8,3.286e-156,1.8031e-05
0.005,0,9,1.95e-141,1.1903e-05
0.005,0,10,5.8757e-127,1.1719e-05
0.005,0,1,0,1.0549
0.005,0,2,1.4106e-277,41.2904
0.005,0,3,3.7014e-247,1.5906
0.005,0,4,2.9721e-223,1.0416
0.005,0,5,1.0228e-204,0.7468
0.005,0,6,4.6993e-188,7.2369e-05
0.005,0,7,1.3123e-171,5.9999e-05
0.005,0,8,3.922e-156,6.3226e-05
0.005,0,9,2.2365e-141,1.5865e-05
0.005,0,10,6.1533e-127,1.8613e-05
0.005,0,1,0,1.0495
0.005,0,2,1.4854e-264,1.106
0.005,0,3,5.0908e-241,1.1101
0.005,0,4,2.5784e-221,1.132
0.005,0,5,2.8459e-202,1.0961
0.005,0,6,9.4851e-186,1.0934
0.005,0,7,3.6621e-170,1.4418e-05
0.005,0,8,5.3216e-155,1.3484e-05
0.005,0,9,1.1535e-139,8.231e-06
0.005,0,10,2.8171e-125,8.2581e-06
0.005,0,1,0,1.0296
0.005,0,2,2.2498e-276,45.7574
0.005,0,3,2.1989e-246,1.0576
0.005,0,4,1.4461e-222,1.1508
0.005,0,5,4.7215e-205,1.8723
0.005,0,6,2.3321e-188,9.4493e-05
0.005,0,7,1.5369e-171,3.1365e-05
0.005,0,8,1.1978e-156,3.2675e-05
0.005,0,9,4.4381e-142,3.2527e-05
0.005,0,10,1.9166e-127,2.9304e-05
0.005,0,1,0,1.0527
0.005,0,2,2.6244e-279,134.0816
0.005,0,3,1.4243e-247,1.0058
0.005,0,4,1.9566e-224,1.0762
0.005,0,5,3.0256e-205,1.0532
0.005,0,6,8.3737e-189,2.8059e-05
0.005,0,7,1.843e-171,3.2761e-05
0.005,0,8,5.4111e-156,3.0735e-05
0.005,0,9,1.2045e-139,2.9409e-05
0.005,0,10,2.861e-126,2.8043e-05
0.005,0,1,0,1.0309
0.005,0,2,2.5137e-274,22.0667
0.005,0,3,2.748e-244,1.0007
0.005,0,4,8.7615e-222,1.0004
0.005,0,5,7.0863e-204,1.2117
0.005,0,6,5.2357e-187,0.84783
0.005,0,7,5.3041e-171,2.9859e-05
0.005,0,8,9.8893e-156,2.7837e-05
0.005,0,9,9.6544e-141,2.4647e-05
0.005,0,10,1.7825e-126,1.6574e-05
0.005,0,1,0,1.0606
0.005,0,2,5.2388e-282,217.2984
0.005,0,3,2.3087e-245,1.1665
0.005,0,4,3.7871e-222,1.192
0.005,0,5,1.9634e-204,1.0755
0.005,0,6,1.2378e-186,7.0743e-05
0.005,0,7,4.1155e-171,5.3784e-05
0.005,0,8,4.3509e-156,2.8423e-05
0.005,0,9,4.6428e-141,2.3305e-05
0.005,0,10,3.2872e-127,2.0611e-05
0.005,0,1,0,1.022
0.005,0,2,7.1252e-276,14.9448
0.005,0,3,2.921e-246,1.3362
0.005,0,4,6.4116e-229,1.1695
0.005,0,5,2.1147e-207,0.76631
0.005,0,6,1.1271e-189,8.1959e-05
0.005,0,7,3.179e-173,8.2828e-05
0.005,0,8,3.2403e-157,7.2158e-05
0.005,0,9,3.9421e-143,3.2545e-05
0.005,0,10,8.9398e-129,2.9568e-05
0.005,0,1,0,1.0415
0.005,0,2,3.0634e-277,104.1581
0.005,0,3,1.5984e-245,1.0474
0.005,0,4,4.6489e-222,1.1951
0.005,0,5,2.2782e-204,1.2611
0.005,0,6,8.0113e-188,2.9408e-05
0.005,0,7,9.4387e-172,3.111e-05
0.005,0,8,7.358e-157,2.4628e-05
0.005,0,9,1.5098e-141,2.1942e-05
0.005,0,10,2.2936e-127,1.2324e-05
0.005,0,1,0,1.0115
0.005,0,2,1.0717e-266,1.3209
0.005,0,3,1.3609e-237,4.5895
0.005,0,4,6.4728e-214,1.0757
0.005,0,5,1.4867e-204,1.0376
0.005,0,6,1.6634e-187,5.0505e-05
0.005,0,7,2.5766e-171,3.8732e-05
0.005,0,8,1.8322e-156,1.7636e-05
0.005,0,9,1.1713e-141,9.3768e-06
0.005,0,10,1.9129e-127,8.2799e-06
0.005,0,1,0,1.0456
0.005,0,2,1.8515e-276,150.2705
0.005,0,3,2.1713e-245,1.0308
0.005,0,4,1.028e-221,1.5208
0.005,0,5,1.0107e-203,1.1448
0.005,0,6,2.0256e-187,3.1356e-05
0.005,0,7,6.0406e-171,2.1349e-05
0.005,0,8,3.8307e-156,1.9928e-05
0.005,0,9,1.64e-140,1.8308e-05
0.005,0,10,1.7736e-126,1.6955e-05
0.005,0,1,0,1.0085
0.005,0,2,5.9674e-265,7.8316
0.005,0,3,3.5185e-240,1.1227
0.005,0,4,4.4635e-222,1.1809
0.005,0,5,1.1174e-203,0.84632
0.005,0,6,2.0356e-187,3.4017e-05
0.005,0,7,6.4525e-171,2.4449e-05
0.005,0,8,6.4133e-155,1.9554e-05
0.005,0,9,2.2192e-140,1.9717e-05
0.005,0,10,1.9709e-125,2.1993e-05
0.005,0,1,0,1.0107
0.005,0,2,5.1595e-264,6.3002
0.005,0,3,1.1489e-239,1.101
0.005,0,4,6.6887e-221,1.0194
0.005,0,5,6.2e-204,0.6019
0.005,0,6,6.8341e-187,8.4151e-05
0.005,0,7,7.4699e-171,6.4263e-05
0.005,0,8,7.2582e-155,1.4461e-05
0.005,0,9,2.5949e-139,7.5382e-06
0.005,0,10,1.6415e-125,7.4713e-06
0.005,0,1,0,1.0286
0.005,0,2,1.2865e-266,1.0083
0.005,0,3,4.0188e-233,0.76861
0.005,0,4,2.7758e-215,1.1783
0.005,0,5,4.516e-198,1.0374
0.005,0,6,2.5185e-184,1.048
0.005,0,7,4.1812e-169,1.057
0.005,0,8,2.0339e-158,1.862e-05
0.005,0,9,1.0278e-144,1.7786e-05
0.005,0,10,4.3632e-132,1.77e-05
